Date,Issuer,Coupon,Maturity,Spread,Curr,Outst,Book Mgr,Note,Identifier
10/02,FED HOME LN BANK,2.620,10/09/29,,USD,0,TDSEC-sole,10-NC3MOCONT,ZR947759 Corp
10/02,FREDDIE MAC,2.050,12/08/23,,USD,0,JOINT LEADS,4.25-NC6MBER,ZR939718 Corp
10/01,COWEN INC,7.250,05/06/24,,USD,78,SOP-sole,INCREASE,ZS366887 Corp
10/01,COWEN INC,7.250,05/06/24,,USD,78,SOP-sole,INCREASE,ZS366886 Corp
10/01,MIDAMERICAN ENER,3.150,04/15/50,+107,USD,600,JOINT LEADS,30C CONT,ZR900066 Corp
10/01,MIDAMERICAN ENER,3.650,04/15/29,+97,USD,850,JOINT LEADS,INCREASE,AW544805 Corp
10/01,NEXTERA ENERGY,2.750,11/01/29,+115,USD,1000,JOINT LEADS,10C CONT,ZR897427 Corp
10/01,OWL ROCK CAPITAL,4.000,03/30/25,+260,USD,425,JOINT LEADS,5C CONT,ZR901062 Corp
10/01,MARRIOTT INTL,2.125,10/03/22,+70,USD,550,JOINT LEADS,10/03/19,ZR899612 Corp
10/01,METINVEST BV,7.750,10/17/29,+633.5,USD,500,JOINT LEADS,144A 98.629,ZR887736 Corp
10/01,FED FARM CREDIT,2.450,10/08/26,,USD,0,JOINT LEADS,7-NC3MO CONT,ZR917370 Corp
10/01,FED FARM CREDIT,2.380,10/08/25,,USD,0,"FTN,JPM,MS",6-NC3MO CONT,ZR915070 Corp
10/01,PHOTO HOLDINGS M,8.500,10/01/26,+799,USD,785,JOINT LEADS,7C CONT 144A,ZR642479 Corp
10/01,FED FARM CREDIT,2.350,07/08/25,,USD,0,"FTN,JPM,MS",5.75-NC3MCON,ZR915059 Corp
10/01,FED FARM CREDIT,2.240,01/02/25,,USD,0,"FTN,JPM,MS",5.25-NC3MINC,ZR820557 Corp
10/01,FREDDIE MAC,2.020,07/07/23,,USD,25,JOINT LEADS,3.75-NC9MBER,ZR905807 Corp
10/01,FREDDIE MAC,2.100,04/06/23,,USD,0,"BNYM,WFS",3.5-NC3MBERM,ZR905526 Corp
10/01,FREDDIE MAC,2.100,10/02/23,,USD,0,"INCAP,FCS",4-NC6MO  INC,ZR847285 Corp
10/01,FREDDIE MAC,2.000,04/07/22,,USD,0,JOINT LEADS,2.5-NC6MBERM,ZR901242 Corp
10/01,FREDDIE MAC,2.200,10/16/24,,USD,0,MIZ-sole,5-NC6MO BERM,ZR900731 Corp
10/01,FREDDIE MAC,2.250,10/10/24,,USD,0,JOINT LEADS,5-NC3MO BERM,ZR900522 Corp
10/01,FREDDIE MAC,2.050,10/02/24,,USD,50,"PJC,RJA,VS",5-NC1 BERM,ZR900269 Corp
10/01,FED HOME LN BANK,STEP,10/07/24,,USD,0,"INCAP,MSRW",5-NC3MO BERM,ZR899164 Corp
10/01,SOVCOMBANK,VAR,04/07/30,,USD,300,,144A,ZR870589 Corp
09/30,SOUTHERN FIRST,VAR,09/30/29,,USD,12,,10C 3MBERM,ZR885829 Corp
09/30,SOUTHERN FIRST,VAR,09/30/29,,USD,12,,10C 3MBERM,ZR885827 Corp
09/30,AMERICAN TOWER,3.700,10/15/49,+160,USD,600,JOINT LEADS,30C CONT,ZR878423 Corp
09/30,AMERICAN TOWER,2.750,01/15/27,+115,USD,750,JOINT LEADS,7C CONT,ZR878422 Corp
09/30,FED HOME LN BANK,2.000,10/07/21,,USD,0,RJA-sole,2-NC3MO BERM,ZR885774 Corp
09/30,DIAGEO CAP PLC,2.375,10/24/29,+80,USD,1000,JOINT LEADS,10C CONT,ZR877925 Corp
09/30,DIAGEO CAP PLC,2.125,10/24/24,+58,USD,600,JOINT LEADS,5C CONT,ZR877922 Corp
09/30,GLOBAL ATLANTI,4.400,10/15/29,+275,USD,500,"BCLY,GS,WFS",10C CONT,ZR878359 Corp
09/30,BANCO VOTORANTIM,2.500,12/30/19,,USD,0,BANVOT-sole,GMTN,ZR885175 Corp
09/30,FREDDIE MAC,2.000,10/03/22,,USD,0,JOINT LEADS,3-NC6MO BERM,ZR885133 Corp
09/30,FED HOME LN BANK,1.950,09/15/20,,USD,0,GP-sole,1-NC3MO BERM,ZR885128 Corp
09/30,FARMER MAC,2.100,10/09/29,,USD,20,"CF,WFS",10-NC5   INC,ZR884582 Corp
09/30,FED HOME LN BANK,2.000,12/30/20,,USD,0,RJA-sole,1.25-NC3MBER,ZR884686 Corp
09/30,FED HOME LN BANK,1.750,10/01/20,,USD,161.6,JOINT LEADS,1-NC     INC,ZR866433 Corp
09/30,FED HOME LN BANK,2.120,10/16/24,,USD,0,"FTN,MS",5-NC6MO CONT,ZR884370 Corp
09/30,FED HOME LN BANK,3.050,10/07/44,,USD,5,CF-sole,25-NC1 CONT,ZR884369 Corp
09/27,FREDDIE MAC,2.150,10/01/24,,USD,0,GP-sole,5-NC6MO BERM,ZR867134 Corp
09/27,MITCHELL IRREV,VAR,09/01/59,,USD,18.5,STERNB-sole,40C CONT,ZR867119 Corp
09/27,CALUMET SPECIAL,11.000,04/15/25,,USD,550,JOINT LEADS,6C CONT 144A,ZR728714 Corp
09/27,FREDDIE MAC,2.000,10/02/24,,USD,50,JOINT LEADS,5-NC1 BERM,ZR866983 Corp
09/27,MOR FAM INS TRST,VAR,10/01/59,,USD,3.35,STERNB-sole,40C CONT,ZR866957 Corp
09/27,TELESAT CANADA/L,6.500,10/15/27,+484,USD,550,JOINT LEADS,8C CONT AI,ZR866952 Corp
09/27,TELESAT CANADA/L,6.500,10/15/27,+484,USD,550,JOINT LEADS,8C CONT 144A,ZR831272 Corp
09/27,FREDDIE MAC,1.920,10/02/23,,USD,25,RBCCM-sole,4-NC1 BERM,ZR866896 Corp
09/27,JR ADVENTURES,VAR,09/01/39,,USD,23.45,LANIER-sole,20C CONT,ZR720328 Corp
09/27,FED HOME LN BANK,2.320,10/02/26,,USD,35,NOM-sole,7-NC1 CONT,ZR860374 Corp
09/27,FED HOME LN BANK,2.850,10/02/34,,USD,0,JVB-sole,15-NC6MOCONT,ZR860324 Corp
09/27,FED HOME LN BANK,2.000,10/02/24,,USD,50,JOINT LEADS,5-NC1 CONT,ZR860282 Corp
09/27,FREDDIE MAC,2.000,09/30/21,,USD,0,CF-sole,2-NC3MO  INC,ZR855063 Corp
09/27,MORGAN STANLEY,VAR,03/27/23,,USD,3,MS-sole,MTN 09/27/19,ZR467510 Corp
09/27,FREDDIE MAC,2.010,06/30/23,,USD,25,JOINT LEADS,3.75-NC9MBER,ZR856035 Corp
09/27,FED HOME LN BANK,2.000,09/30/21,,USD,0,VS-sole,2-NC3MO BERM,ZR855075 Corp
09/27,FREDDIE MAC,2.000,09/30/21,,USD,0,JOINT LEADS,2-NC3MO  INC,ZR847805 Corp
09/26,AMN HEALTHCAR,4.625,10/01/27,,USD,300,JOINT LEADS,8C CONT 144A,ZR835048 Corp
09/26,RBS INS TRUST,VAR,09/01/39,,USD,30.57,LANIER-sole,20C CONT,ZR720225 Corp
09/26,LYB INT FIN III,4.200,10/15/49,+215,USD,1000,JOINT LEADS,30C CONT,ZR833883 Corp
09/26,SABRA HEALTH CAR,3.900,10/15/29,+240,USD,350,JOINT LEADS,10C CONT,ZR833447 Corp
09/26,UNIGEL LU SA,8.750,10/01/26,,USD,420,"BRASEC,MS",7C CONT 144A,ZR833213 Corp
09/26,BLACK HILLS CORP,3.875,10/15/49,+175,USD,300,JOINT LEADS,30C CONT,ZR832943 Corp
09/26,BLACK HILLS CORP,3.050,10/15/29,+140,USD,400,JOINT LEADS,10C CONT,ZR832942 Corp
09/26,FED HOME LN BANK,FRN,03/26/20,,USD,0,JOINT LEADS,09/26/19,ZR775604 Corp
09/26,TAQA ABU DHABI,4.000,10/03/49,+187,USD,500,JOINT LEADS,144A,ZR826827 Corp
09/26,FED FARM CREDIT,2.070,10/03/31,,USD,10,INCAP-sole,12-NC,ZR847966 Corp
09/26,FED HOME LN BANK,2.000,03/28/24,,USD,0,"BOSC,CF,UMB",4.5-NC6MBERM,ZR847959 Corp
09/26,FED FARM CREDIT,2.000,10/03/29,,USD,40,CITI-sole,10-NC5 CONT,ZR847955 Corp
09/26,FREDDIE MAC,STEP,09/30/24,,USD,0,AP-sole,5-NC3MO BERM,ZR847409 Corp
09/26,FREDDIE MAC,2.050,06/30/22,,USD,0,"BNYM,WFS",2.75-NC3MBER,ZR847406 Corp
09/26,FREDDIE MAC,2.000,09/27/21,,USD,0,FTN-sole,2-NC3MO  INC,ZR838576 Corp
09/26,FREDDIE MAC,2.000,09/27/23,,USD,0,"AP,BOSC,CF",4-NC6MO BERM,ZR843747 Corp
09/26,FED FARM CREDIT,1.960,12/30/20,,USD,0,TDSEC-sole,1.25-NC6MINC,ZR738344 Corp
09/26,FED HOME LN BANK,2.375,10/01/26,,USD,0,NOM-sole,7-NC6MO  INC,ZR780590 Corp
09/26,FED HOME LN BANK,2.650,10/01/29,,USD,0,CITI-sole,10-NC6MO INC,ZR780838 Corp
09/26,GREENKO SOLAR,5.950,07/29/26,,USD,535,JPM-sole,INCREASE,AZ744286 Corp
09/25,CNOOC FIN 2013 L,3.300,09/30/49,+112.6,USD,500,JOINT LEADS,30C CONT,ZR811412 Corp
09/25,CNOOC FIN 2013 L,2.875,09/30/29,+120,USD,1000,JOINT LEADS,10C CONT,ZR811413 Corp
09/25,GRANITE US HOLDI,11.000,10/01/27,+1007,USD,300,JOINT LEADS,8C CONT 144A,ZR639288 Corp
09/25,FARMER MAC,1.740,09/26/24,,USD,25,STFL-sole,5-NC     INC,ZR721639 Corp
09/25,BEACON ROOFING S,4.500,11/15/26,+283,USD,300,"CITI,WFS",7C CONT AI,ZR820851 Corp
09/25,FREDDIE MAC,2.000,10/03/22,,USD,0,"BOSC,CF",3-NC6MO  INC,ZR820813 Corp
09/25,BEACON ROOFING S,4.500,11/15/26,+283,USD,300,"CITI,WFS",7C CONT 144A,ZR804280 Corp
09/25,FREDDIE MAC,1.875,03/28/24,,USD,50,"RBCCM,WFS",4.5-NC1.5INC,ZR820820 Corp
09/25,BANCO INTER PERU,3.250,10/04/26,,USD,400,"CITI,JPM",144A 99.69,ZR820641 Corp
09/25,BGC PARTNERS INC,3.750,10/01/24,+225,USD,0,,5C CONT 144A,ZR805637 Corp
09/25,ATMOS ENERGY,2.625,09/15/29,+90,USD,300,JOINT LEADS,10C CONT,ZR805038 Corp
09/25,ATMOS ENERGY,3.375,09/15/49,+120,USD,500,JOINT LEADS,30C CONT,ZR805039 Corp
09/25,FREDDIE MAC,2.000,12/30/22,,USD,0,DADA-sole,3.25-NC6MBER,ZR820805 Corp
09/25,FREDDIE MAC,2.000,09/27/21,,USD,0,FTN-sole,2-NC3MO BERM,ZR820794 Corp
09/25,FREDDIE MAC,2.150,09/30/24,,USD,0,"INCAP,MSRW",5-NC6MO BERM,ZR820793 Corp
09/25,DUKE ENERGY IND,3.250,10/01/49,+120,USD,500,JOINT LEADS,30C CONT,ZR805171 Corp
09/25,FREDDIE MAC,2.000,09/30/24,,USD,25,JOINT LEADS,5-NC1 BERM,ZR820664 Corp
09/25,FREDDIE MAC,2.000,09/30/24,,USD,25,STFL-sole,5-NC1 BERM,ZR820645 Corp
09/25,WOORI BANK,VAR,PERPETUAL,+266.4,USD,550,JOINT LEADS,0C CONT 144A,ZR456633 Corp
09/25,FED FARM CREDIT,2.000,10/02/24,,USD,70,JOINT LEADS,5-NC1 CONT,ZR820562 Corp
09/25,FED FARM CREDIT,2.180,10/02/24,,USD,0,"FTN,JPM,MS",5-NC3MO CONT,ZR820558 Corp
09/25,ONTARIO PROVINCE,2.000,10/02/29,+34.3,USD,1.25B,JOINT LEADS,10/02/19,ZR780262 Corp
09/25,FED FARM CREDIT,2.120,04/02/24,,USD,0,"FTN,JPM,MS",4.5-NC3MCONT,ZR820112 Corp
09/25,FED FARM CREDIT,1.940,10/02/23,,USD,62,JOINT LEADS,4-NC1 CONT,ZR820071 Corp
09/25,FED HOME LN BANK,3.000,09/30/39,,USD,0,MIZ-sole,20-NC6MOCONT,ZR817936 Corp
09/25,FED HOME LN BANK,1.800,09/30/24,,USD,5,WFS-sole,5-NC2 CONT,ZR817558 Corp
09/25,FED HOME LN BANK,2.750,09/30/30,,USD,0,NOM-sole,11-NC3MOCONT,ZR817403 Corp
09/25,MIZUHO SECS USA,FRN,01/27/20,,USD,0,MIZ-sole,MTN 09/26/19,ZR816137 Corp
09/25,FREDDIE MAC,2.000,09/27/21,,USD,0,JOINT LEADS,2-NC3MO BERM,ZR813797 Corp
09/25,FREDDIE MAC,2.050,06/30/22,,USD,0,JOINT LEADS,2.75-NC3MBER,ZR811171 Corp
09/25,ASTON MARTIN,12.000,04/15/22,+1324,USD,152.43,"GSI,JPM",144A,ZR807441 Corp
09/25,LANNETT CO INC,4.500,10/01/26,,USD,86.25,CS-sole,09/27/19,ZR794647 Corp
09/25,PINDUODUO INC,ZERO,10/01/24,,USD,1000,JOINT LEADS,144A,ZR799384 Corp
09/24,URUGUAY,4.975,04/20/55,+200,USD,2.59B,JOINT LEADS,INCREASE,AS214878 Corp
09/24,SUMITOMO MITSUI,2.724,09/27/29,+110,USD,500,JOINT LEADS,09/27/19,ZR765965 Corp
09/24,SUMITOMO MITSUI,2.448,09/27/24,+95,USD,1000,JOINT LEADS,09/27/19,ZR765961 Corp
09/24,REPUBLIC OF ECUA,7.875,03/27/25,,USD,600,,144A,ZR774600 Corp
09/24,REPUBLIC OF ECUA,9.500,03/27/30,,USD,1.4B,,144A,ZR774602 Corp
09/24,CIT BANK NA,VAR,09/27/25,+145,USD,315.25,,6C BERM BKNT,ZR774592 Corp
09/24,BAHRAIN,5.625,09/30/31,+396.7,USD,1000,JOINT LEADS,REGS,ZR793455 Corp
09/24,BAHRAIN,5.625,09/30/31,+396.7,USD,1000,JOINT LEADS,144A,ZR793456 Corp
09/24,FED HOME LN BANK,2.840,10/02/34,,USD,51,DB-sole,15-NC1   INC,ZR781013 Corp
09/24,HUDSON PACIFIC,3.250,01/15/30,+170,USD,400,JOINT LEADS,10C CONT,ZR778550 Corp
09/24,CBB INTL SUKUK,4.500,03/30/27,+290.1,USD,1000,JOINT LEADS,144A,ZR793423 Corp
09/24,THERMO FISHER,2.600,10/01/29,+97,USD,900,JOINT LEADS,10C CONT,ZR775145 Corp
09/24,DP WORLD CRESCEN,3.750,01/30/30,+209.4,USD,500,JOINT LEADS,10C CONT,ZR766412 Corp
09/24,FED FARM CREDIT,FRN,07/01/21,,USD,250,HSBC-sole,10/01/19,ZR788775 Corp
09/24,NOBLE ENERGY INC,4.200,10/15/49,+210,USD,500,JOINT LEADS,30C CONT,ZR774594 Corp
09/24,DP WORLD PLC,4.700,09/30/49,+259.5,USD,500,JOINT LEADS,144a,ZR766495 Corp
09/24,NOBLE ENERGY INC,3.250,10/15/29,+160,USD,500,JOINT LEADS,10C CONT,ZR774593 Corp
09/24,ST JOSEPH HLTH,2.532,10/01/29,+88,USD,650,"GS,MS",10C CONT 19A,ZR754567 Corp
09/24,OVERSEAS PRI INV,ZERO,09/30/20,,USD,9.6,BofAML,A-2 09/30/19,ZR765358 Corp
09/24,FED HOME LN BANK,FRN,03/27/20,,USD,0,ACADSE-sole,* 09/25/19,ZR788052 Corp
09/24,FED FARM CREDIT,FRN,08/02/21,,USD,175,JOINT LEADS,0 10/02/19,ZR785380 Corp
09/24,FED HOME LN BANK,2.875,06/09/34,,USD,48,RBS-sole,15-NC    INC,ZS689290 Corp
09/24,KEB HANA BANK,FRN,10/02/22,,USD,400,JOINT LEADS,144A,ZR766092 Corp
09/24,KOMMUNINVEST,1.625,10/24/22,,USD,1.25B,JOINT LEADS,144A,ZR748582 Corp
09/24,FED FARM CREDIT,1.940,10/01/21,,USD,0,"FTN,JPM,MS",2-NC6MO CONT,ZR782342 Corp
09/24,FED HOME LN BANK,2.125,10/01/24,,USD,0,DB-sole,5-NC6MO CONT,ZR780946 Corp
09/24,FED HOME LN BANK,3.000,10/03/39,,USD,0,"PJC,RJA",20-NC3MOCONT,ZR780863 Corp
09/24,OVERSEAS PRI INV,FRN,12/20/31,,USD,100,RWP,12C CONT,ZR710572 Corp
09/23,SOTHEBY'S,7.375,10/15/27,+568,USD,600,JOINT LEADS,8C CONT 144A,ZR681174 Corp
09/23,CONNECT FINCO,6.750,10/01/26,+512,USD,2.08B,JOINT LEADS,7C CONT 144A,ZR607317 Corp
09/23,CODELCO INC,3.000,09/30/29,+130,USD,1.1B,JOINT LEADS,10C CONT,ZR748590 Corp
09/23,CSC HOLDINGS LLC,5.750,01/15/30,+371,USD,2.25B,JOINT LEADS,INCREASE,AZ434652 Corp
09/23,SOUTH AFRICA,4.850,09/30/29,+313,USD,2B,JOINT LEADS,09/30/19,ZR745111 Corp
09/23,SOUTH AFRICA,5.750,09/30/49,+358.6,USD,3B,JOINT LEADS,09/30/19,ZR745112 Corp
09/23,FORD MOTOR CRED,3.550,10/07/22,+200,USD,600,"DB,MS",MTN 09/26/19,ZR763305 Corp
09/23,ABU DHABI GOVT,2.500,09/30/29,+85,USD,3B,JOINT LEADS,144A 99.491,ZR747031 Corp
09/23,ABU DHABI GOVT,2.125,09/30/24,+65,USD,3B,JOINT LEADS,144A 99.496,ZR747026 Corp
09/23,ABU DHABI GOVT,3.125,09/30/49,+110,USD,4B,JOINT LEADS,144A 97.635,ZR747033 Corp
09/23,CUSTOMERS BANCOR,4.500,09/25/24,+291.1,USD,25,"DB,RCCRKA",5C CONT,ZR764465 Corp
09/23,UNION ELECTRIC,3.250,10/01/49,+112,USD,330,JOINT LEADS,30C CONT,ZR748916 Corp
09/23,PACCAR FINL CORP,2.000,09/26/22,+45,USD,300,JOINT LEADS,MTN 09/26/19,ZR749647 Corp
09/23,CAMDEN PROP TRST,3.350,11/01/49,+122,USD,300,JOINT LEADS,30C CONT,ZR752100 Corp
09/23,FAMCA-WITHDRAWN,2.000,10/01/29,,USD,0,INCAP-sole,10-NC,ZR763430 Corp
09/23,KOREA DEV BANK,FRN,10/01/22,,USD,500,JOINT LEADS,10/01/19,ZR743865 Corp
09/23,KOREA DEV BANK,2.125,10/01/24,+60,USD,500,JOINT LEADS,10/01/19,ZR743871 Corp
09/23,FED FARM CREDIT,FRN,12/30/20,,USD,250,CITI-sole,0 09/30/19,ZR763337 Corp
09/23,FED FARM CREDIT,FRN,09/30/20,,USD,400,CITI-sole,0 09/30/19,ZR763328 Corp
09/23,FED FARM CREDIT,2.670,03/30/29,,USD,0,JOINT LEADS,9.5-NC3MCONT,ZR762519 Corp
09/23,FED FARM CREDIT,2.630,01/02/29,,USD,0,JOINT LEADS,9.25-NC3MCON,ZR762228 Corp
09/23,FED FARM CREDIT,2.580,03/30/28,,USD,0,JOINT LEADS,8.5-NC3MCONT,ZR761764 Corp
09/23,FED HOME LN BANK,2.340,09/27/29,,USD,25,JOINT LEADS,10-NC2 CONT,ZR757453 Corp
09/23,FED HOME LN BANK,2.730,09/27/34,,USD,50,JOINT LEADS,15-NC2 CONT,ZR757374 Corp
09/23,KORTH DIRECT,5.000,10/25/24,,USD,4.2,N/A,5C CONT,ZR755680 Corp
09/20,MIDLAND STATES B,5.000,09/30/29,,USD,0,,10C 6MBERM,ZR740971 Corp
09/20,MIDLAND STATES B,5.000,09/30/29,,USD,0,,10C 6MBERM,ZR741672 Corp
09/20,MIDLAND STATES B,5.500,09/30/34,,USD,0,,15C 3MBERM,ZR741032 Corp
09/20,MIDLAND STATES B,5.500,09/30/34,,USD,0,,15C 3MBERM,ZR741115 Corp
09/20,ALLEGIANCE BANC,VAR,10/01/29,,USD,60,KBW-sole,10C 3MBERM,ZR733695 Corp
09/20,BANCO VOTORANTIM,ZERO,03/23/20,,USD,0,BANVOT-sole,GMTN 98.6509,ZR740894 Corp
09/20,FED HOME LN BANK,1.875,09/24/20,,USD,85,"GS,HSBC,MS",1-NC,ZR739817 Corp
09/20,FED HOME LN BANK,2.000,09/26/22,,USD,300,JOINT LEADS,3-NC9MO BERM,ZR739816 Corp
09/20,FED HOME LN BANK,2.270,09/26/29,,USD,48,PJC-sole,INCREASE,ZR718120 Corp
09/20,EURO BK RECON&DV,1.625,09/27/24,+9.15,USD,700,JOINT LEADS,09/27/19,ZR706032 Corp
09/20,FED HOME LN BANK,2.125,09/24/21,,USD,0,JPM-sole,2-NC3MO  INC,ZR731867 Corp
09/20,BRIT COLUMBIA,1.750,09/27/24,+14.1,USD,1.25B,JOINT LEADS,10 09/27/19,ZR716500 Corp
09/20,FED HOME LN BANK,2.000,06/23/21,,USD,0,JOINT LEADS,1.75-NC6MO,ZR737680 Corp
09/20,FARMER MAC,2.100,09/27/22,,USD,0,MTBK-sole,3-NC6MO BERM,ZR736039 Corp
09/20,FED HOME LN BANK,2.390,09/30/26,,USD,47,"BREAN,JVB",7-NC1 CONT,ZR733845 Corp
09/20,FED HOME LN BANK,2.690,09/26/34,,USD,75,JOINT LEADS,15-NC3   INC,ZR669517 Corp
09/20,FED HOME LN BANK,2.000,09/23/20,,USD,0,"PJC,RJA",1-NC3MO BERM,ZR730051 Corp
09/20,RWT HOLDINGS INC,5.750,10/01/25,,USD,201.25,JOINT LEADS,09/24/19,ZR724453 Corp
09/20,SAILPOINT TECH,0.125,09/15/24,,USD,400,JOINT LEADS,09/24/19,ZR729074 Corp
09/20,FREDDIE MAC,1.810,09/27/24,,USD,25,CF-sole,5-NC2 BERM,ZR729124 Corp
09/20,FREDDIE MAC,2.200,09/23/24,,USD,25,FTN-sole,5-NC6MO BERM,ZR729119 Corp
09/19,INFRABUILD AUSTR,12.000,10/01/24,+1035,USD,325,JPM-sole,5C CONT 144A,ZR488596 Corp
09/19,PAYPAL HOLDING,2.200,09/26/22,+55,USD,1000,JOINT LEADS,09/26/19,ZR709524 Corp
09/19,PAYPAL HOLDING,2.400,10/01/24,+75,USD,1.25B,JOINT LEADS,5C CONT,ZR709531 Corp
09/19,PAYPAL HOLDING,2.650,10/01/26,+95,USD,1.25B,JOINT LEADS,7C CONT,ZR709533 Corp
09/19,PAYPAL HOLDING,2.850,10/01/29,+110,USD,1.5B,JOINT LEADS,10C CONT,ZR709535 Corp
09/19,Minera Mexico SA,4.500,01/26/50,+235,USD,1000,JOINT LEADS,30C CONT,ZR711435 Corp
09/19,NEXTERA ENERGY O,3.875,10/15/26,+215,USD,500,JOINT LEADS,7C CONT 144A,ZR707862 Corp
09/19,FED HOME LN BANK,2.150,09/24/24,,USD,0,"RJA,VS",5-NC6MO BERM,ZR721915 Corp
09/19,VOLKSWAGEN GRP,3.200,09/26/26,+148,USD,500,JOINT LEADS,7C CONT 144A,ZR708984 Corp
09/19,VOLKSWAGEN GRP,2.850,09/26/24,+123,USD,500,JOINT LEADS,5C CONT 144A,ZR708982 Corp
09/19,VOLKSWAGEN GRP,2.700,09/26/22,+103,USD,1000,JOINT LEADS,144A 99.963,ZR708979 Corp
09/19,VOLKSWAGEN GRP,2.500,09/24/21,+83,USD,500,JOINT LEADS,144A 99.861,ZR708969 Corp
09/19,VOLKSWAGEN GRP,FRN,09/24/21,,USD,500,JOINT LEADS,144A,ZR708974 Corp
09/19,MERCER INTL INC,7.375,01/15/25,+474,USD,0.21,,5C CONT 144a,ZR721881 Corp
09/19,BRF SA,4.875,01/24/30,,USD,750,JOINT LEADS,10C CONT,ZR708820 Corp
09/19,WALMART INC,2.950,09/24/49,+80,USD,1000,JOINT LEADS,30C CONT,ZR711187 Corp
09/19,WALMART INC,2.375,09/24/29,+60,USD,500,JOINT LEADS,10C CONT,ZR711185 Corp
09/19,INTERSTATE P&L,3.500,09/30/49,+130,USD,300,JOINT LEADS,30C CONT,ZR712937 Corp
09/19,ALLEGION PLC,3.500,10/01/29,+173,USD,400,JOINT LEADS,10C CONT,ZR711676 Corp
09/19,FARMER MAC,2.000,09/25/24,,USD,5,CF-sole,5-NC1 BERM,ZR721852 Corp
09/19,INTESA SANPAOLO,4.700,09/23/49,+245,USD,500,JOINT LEADS,NR 09/23/19,ZR721845 Corp
09/19,INTESA SANPAOLO,4.000,09/23/29,+225,USD,750,JOINT LEADS,NR 09/23/19,ZR721835 Corp
09/19,INTESA SANPAOLO,3.250,09/23/24,+165,USD,750,JOINT LEADS,N 09/23/19,ZR721761 Corp
09/19,FARMER MAC,1.730,09/26/22,,USD,10,BCLY-sole,3-NC,ZR721671 Corp
09/19,CAISS DESJARDINS,1.950,09/26/22,,USD,1000,JOINT LEADS,144A 99.954,ZR699233 Corp
09/19,ARMENIA,3.950,09/26/29,+242.8,USD,500,"CITI,JPM",144A 97.976,ZR700749 Corp
09/19,FED HOME LN BANK,FRN,12/23/20,,USD,5.65B,JOINT LEADS,09/23/19,ZR713720 Corp
09/19,FED HOME LN BANK,2.050,09/23/21,,USD,0,"CITI,RBCCM",2-NC6MO BERM,ZR720188 Corp
09/19,FED HOME LN BANK,2.000,06/23/21,,USD,0,WFS-sole,1.75-NC6MBER,ZR720140 Corp
09/19,FREDDIE MAC,2.030,09/25/23,,USD,25,FTN-sole,4-NC9MO BERM,ZR720125 Corp
09/19,FED FARM CREDIT,1.890,09/27/24,,USD,60,JOINT LEADS,5-NC2 CONT,ZR718869 Corp
09/19,FED FARM CREDIT,2.170,09/26/23,,USD,0,JOINT LEADS,4-NC3MO CONT,ZR718664 Corp
09/19,FED FARM CREDIT,2.120,03/27/23,,USD,0,JOINT LEADS,3.5-NC3MCONT,ZR718364 Corp
09/19,FED HOME LN BANK,2.050,09/20/21,,USD,0,FTN-sole,2-NC3MO  INC,ZR711935 Corp
09/19,FED HOME LN BANK,2.800,09/27/34,,USD,50,JOINT LEADS,15-NC2 CONT,ZR717557 Corp
09/19,FED HOME LN BANK,2.420,09/25/26,,USD,0,INCAP-sole,7-NC6MO CONT,ZR717378 Corp
09/19,CONSERVATION FND,3.474,12/15/29,,USD,150,GS-sole,10C CONT,ZR680580 Corp
09/19,ETSY INC,0.125,10/01/26,,USD,650,"BCLY,GS,JPM",09/23/19,ZR698188 Corp
09/19,ADESTO TECHNOLOG,4.250,09/15/24,,USD,80.5,COWEN,09/23/19,ZR672080 Corp
09/18,ADVANCED DRAINAG,5.000,09/30/27,+327,USD,350,JOINT LEADS,8C CONT 144A,ZR628877 Corp
09/18,FREDDIE MAC,2.050,09/23/22,,USD,25,JOINT LEADS,3-NC6MO BERM,ZR695845 Corp
09/18,INT BK RECON&DEV,2.080,09/19/22,,USD,0,BMO-sole,INCREASE,ZR609539 Corp
09/18,FED FARM CREDIT,1.700,09/27/22,,USD,30,WFS-sole,3-NC2 CONT,ZR692575 Corp
09/18,FED FARM CREDIT,2.530,09/25/34,,USD,30,"CITI,WFS",15-NC5 CONT,ZR692474 Corp
09/18,FED FARM CREDIT,2.620,09/25/29,,USD,90,JOINT LEADS,10-NC1 CONT,ZR692455 Corp
09/18,FED HOME LN BANK,2.770,09/27/30,,USD,0,WFS-sole,11-NC6MOCONT,ZR691270 Corp
09/18,FED HOME LN BANK,3.100,09/27/39,,USD,0,JVB-sole,20-NC3MOCONT,ZR691260 Corp
09/18,FED HOME LN BANK,2.125,09/27/23,,USD,0,"FTN,MS",4-NC6MO CONT,ZR691259 Corp
09/18,PTC THERAPEUTICS,1.500,09/15/26,,USD,287.5,CS-sole,09/20/19,ZR685561 Corp
09/18,FED HOME LN BANK,2.020,09/18/20,,USD,0,"PJC,RJA",1-NC3MO BERM,ZR684824 Corp
09/17,BANCO VOTORANTIM,4.500,09/24/24,,USD,450,JOINT LEADS,144A,ZR664769 Corp
09/17,BANCO VOTORANTIM,4.000,09/24/22,,USD,400,JOINT LEADS,144A,ZR664765 Corp
09/17,MARRIOTT OWNERSH,4.750,01/15/28,+297,USD,350,JOINT LEADS,8C CONT 144A,ZR662925 Corp
